Status,Stock Symbol,Stock Name,Market Cap,Sector,D/E,ICR,ROE,ROCE,P/E,EPS,EPS (Y-1),EPS (Y-2),Share Value,Share Value (Y-1),Share Value (Y-2),Profit,Profit (Y-1),Profit (Y-2),Revenue,Revenue (Y-1),Revenue (Y-2),Net NPA,Net NPA (Y-1),Net NPA (Y-2),Net NPA %,Net NPA % (Y-1),Net NPA % (Y-2),Assets,Assets (Y-1),Assets (Y-2),Promoter,Pledged,DII,FII
PROCESSED,DCMSHRIRAM,DCM Shriram,16116.64,Diversified,0.27,21.85,18.97,23.20,16.80,67.25,42.48,47.69,1033.5,989.8,360.9,1048,662,743,9548,8301,7772,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9298,7768,8142,66.52,NOT_FOUND,8.8,3.05
PROCESSED,VTL,Vardhman Textiles,9729.11,Textiles,0.26,26.60,22.24,26.18,7.55,57.77,60.91,94.86,336.6,362.03,150.94,1677,350,545,9771,5977,6497,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10576,8938,8726,62.91,NOT_FOUND,16.56,7.51
PROCESSED,PRSMJOHNSN,Prism Johnson,6377.53,Diversified,1.06,3.59,10.50,11.28,43.47,2.65,3.97,1.12,126.7,132.35,51.7,133,199,56,5603,5071,5598,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5062,4938,4992,74.87,NOT_FOUND,5.45,3.34
PROCESSED,DLF,DLF,94334.13,Real Estate,0.14,5.56,4.90,7.76,70.58,5.39,4.35,9.34,381.3,327.1,157.55,1335,1075,2264,4657,4429,4863,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,37315,40073,42163,74.95,0,4.56,14.93
PROCESSED,VARROC,Varroc Engineering,5153.49,Automobile & Ancillaries,0.60,3.36,1.33,5.97,203.38,1.70,6.82,7.70,337.3,286.1,271.5,25,92,103,3356,2673,2571,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4207,3327,2464,75,NOT_FOUND,15.06,3.28
PROCESSED,PRIVISCL,Privi Speciality Chemicals,5105.69,Chemicals,1.09,9.60,12.59,12.59,72.04,26.03,29.96,36.87,1307.05,1605.45,686.15,101,117,144,1424,1275,1320,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2128,1522,1364,74.05,NOT_FOUND,3.55,0.53
PROCESSED,DABUR,Dabur India,105621.56,FMCG,0.09,111.16,24.43,30.47,66.12,8.11,7.82,6.62,596.15,597.4,494.2,1432,1381,1170,8521,7461,6586,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8592,7504,6100,67.24,NOT_FOUND,4.04,20.23
PROCESSED,VBL,Varun Beverages,64964.71,FMCG,0.52,7.97,11.12,12.64,0.00,11.30,7.84,16.10,1000.15,527.6,333.81,489,226,448,6653,4948,5713,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9065,8296,8373,63.9,0.04,5.31,23.93
PROCESSED,PGHL,Procter & Gamble Health,7253.93,Healthcare,0.00,292.60,25.12,31.32,0.00,107.00,153.00,95.64,4370.0,5444.25,4794.85,176,254,158,1026,1424,974,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,986,1175,1066,51.82,NOT_FOUND,8.07,6.47
PROCESSED,DALBHARAT,Dalmia Bharat,30668.94,Construction Materials,0.00,58.75,2.28,2.83,153.39,9.75,1.33,7.00,1635.95,1902.95,780.7,183,25,135,349,189,294,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8114,7536,7713,55.9,NOT_FOUND,7.33,12.59
PROCESSED,VEDL,Vedanta,98041.12,Metals & Mining,0.47,8.27,22.20,21.90,8.70,46.36,28.23,-18.10,263.75,295.9,129.05,17245,10503,-6732,71624,48388,38728,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,148959,137731,139450,69.69,99.99,11.56,8.68
PROCESSED,DEEPAKNTR,Deepak Nitrite,28388.17,Chemicals,0.01,447.59,21.55,27.55,62.94,35.65,26.01,39.89,2081.1,2134.3,614.95,486,354,544,2581,1822,2237,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2642,2170,2046,45.72,NOT_FOUND,10.71,9.07
PROCESSED,VENKEYS,Venkys,2964.4,Agri,0.15,15.96,13.19,18.70,18.32,116.97,190.06,-19.28,2104.3,2574.0,1392.75,164,267,-27,4436,3152,3296,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1946,1789,1597,56.11,NOT_FOUND,0.16,0.86
PROCESSED,PGHH,Procter and Gamble Hygiene and Health Care,47259.59,FMCG,0.00,143.37,91.25,109.87,0.00,200.79,133.42,129.12,14559.0,12807.0,9948.35,651,433,419,3613,3046,3000,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1632,1828,1631,70.64,NOT_FOUND,14.18,2.03
PROCESSED,VIJAYA,Vijaya Diagnostic Centre,3660.35,Healthcare,0.00,13.09,23.00,24.80,41.33,10.60,182.75,135.13,358.7,620.1,620.1,108,82,61,463,378,340,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,710,532,475,55.04,0,12.81,27.99
PROCESSED,DELHIVERY,Delhivery,41453.61,Logistics,0.05,-3.08,-14.02,-11.16,0.00,-14.50,,,572.0,536.35,536.35,-863,,NOT_SET,6080,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8130,,NOT_SET,NOT_FOUND,NOT_FOUND,6.83,8.02
PROCESSED,PNB,Punjab National Bank,36886.9,Banks,NOT_SET,NOT_SET,3.90,1.61,11.09,3.16,2.08,0.62,33.5,36.5,34.2,3457,2022,336,87199,93561,63074,34908,38575,27218,4.80,5.73,5.78,1314805,1260632,830665,73.15,0,11.45,0.99
PROCESSED,VINATIORGA,Vinati Organics,22611.54,Chemicals,0.01,1913.61,18.96,23.38,57.91,33.73,26.20,32.48,2199.95,1907.05,998.6,346,269,333,1676,980,1073,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2089,1733,1442,74.06,NOT_FOUND,8.12,4.66
PROCESSED,DELTACORP,Delta Corp,5439.83,Miscellaneous,0.00,75.63,3.65,5.75,113.81,2.90,3.24,3.67,203.4,177.45,118.4,77,86,99,376,228,492,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2234,2094,1974,33.31,0,13.61,7.69
PROCESSED,QUESS,Quess Corp,8564.19,Miscellaneous,0.22,6.68,6.55,11.16,67.25,9.80,-6.76,-22.94,578.35,824.7,374.9,144,-99,-336,9890,7513,7787,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3864,3263,3878,51.84,NOT_FOUND,10.65,22
PROCESSED,INDUSTOWER,INDUS TOWERS,53386.7,Telecom,0.25,9.58,28.71,25.59,9.40,23.63,15.47,9.44,198.15,218.6,201.3,6367,3338,1746,28166,14766,7204,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,47988,44946,20072,68.81,30.58,2.96,26.62
PROCESSED,IDEA,Vodafone Idea Limited,28746.37,Telecom,-3.11,0.74,0.00,-5.50,-0.98,-9.82,-16.11,-26.97,8.95,6.45,8.7,-28237,-46293,-73131,38318,41931,45801,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,193931,203131,228886,74.99,0,1.56,3.48
PROCESSED,DEVYANI,Devyani International,23974.25,FMCG,0.07,3.82,17.17,11.87,135.85,1.29,,,199.0,124.15,123.5,153,,NOT_SET,1869,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2167,,NOT_SET,62.8,0,6.26,6.87
PROCESSED,INDUSINDBK,IndusInd Bank,82864.52,Banks,NOT_SET,NOT_SET,9.73,3.30,15.70,59.57,38.75,63.75,1069.0,989.65,522.15,4611,2836,4418,38219,35558,35734,1529,1476,1886,0.64,0.69,0.91,401974,362972,307057,16.51,45.48,21.02,45.83
PROCESSED,RBLBANK,RBL Bank,6070.09,Banks,NOT_SET,NOT_SET,-0.59,2.67,-104.16,-1.25,9.35,11.16,101.25,168.85,184.8,-75,508,506,10516,10272,10424,806,1241,1189,1.34,2.12,2.05,106208,100650,88977,NOT_FOUND,NOT_FOUND,14.38,26.11
PROCESSED,VOLTAS,Voltas,34016.61,Consumer Durables,0.02,55.73,10.47,13.65,70.64,17.63,17.24,17.22,1028.05,988.6,649.55,583,570,595,7266,6597,7456,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9216,7976,7635,30.3,NOT_FOUND,29.66,24.67
PROCESSED,DHANI,Dhani Services,3293.72,Finance,0.09,0.61,-0.42,0.47,-141.70,-0.44,-0.31,4.18,54.0,196.5,168.45,-24,-16,246,46,35,310,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6336,5466,5090,33,0,1.43,20.52
PROCESSED,INFIBEAM,Infibeam Avenues,4229.18,Retailing,0.00,77.16,2.53,3.03,74.42,0.26,0.37,0.58,15.8,20.23,18.65,69,49,39,1175,585,590,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3566,3273,2880,30.64,0,0.04,7.08
PROCESSED,RECLTD,REC,27648.85,Finance,2.09,1.56,19.70,67.36,1.81,50.87,42.34,24.74,105.0,111.04,85.2,10045,8361,4886,39230,35410,29829,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,410412,400233,346487,52.63,NOT_FOUND,8.68,23.36
PROCESSED,WELCORP,Welspun Corp,5815.26,Metals & Mining,0.31,10.24,15.90,16.79,9.00,18.61,39.02,10.18,222.85,114.85,115.65,485,1025,306,5770,6150,4655,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6433,5171,4869,50.01,NOT_FOUND,10.57,8.95
PROCESSED,RHIM,RHI Magnesita India,8911.15,Capital Goods,0.06,179.87,26.07,33.58,36.84,16.64,8.44,7.26,553.5,345.35,211.3,267,135,87,2000,1378,702,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1672,1258,578,70.19,NOT_FOUND,8.28,2.2
PROCESSED,NAUKRI,Info Edge India,57339.89,Miscellaneous,0.00,136.99,63.85,3.93,6.50,693.25,21.47,16.85,4445.5,5482.1,3294.0,8922,270,205,1732,1217,1360,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,16169,5305,3111,38.11,NOT_FOUND,16.37,32.72
PROCESSED,WELSPUNIND,Welspun India,7746.38,Textiles,0.38,12.01,11.28,16.57,23.00,3.95,5.24,4.73,78.4,125.2,49.85,392,526,474,6789,6039,5366,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6190,6097,6221,70.36,NOT_FOUND,5.35,7.07
PROCESSED,RITES,RITES,6529.0,Textiles,0.00,148.79,20.71,26.16,12.69,20.69,17.22,23.86,271.7,265.55,257.7,497,424,596,2661,1947,2665,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5597,5631,5747,72.2,0,17.26,1.48
PROCESSED,INFY,Infosys,672456.46,Software & IT Services,0.00,242.59,30.63,38.46,37.93,50.27,42.37,36.34,1598.4,1733.45,959.3,21235,18048,15543,107164,88379,81747,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,99387,93939,81041,13.11,NOT_FOUND,18.87,31.72
PROCESSED,WESTLIFE,Westlife Development,9540.17,Hospitality,0.00,--,-0.08,-0.08,-15978.33,-0.03,-0.03,-0.02,611.8,540.75,372.45,0,0,0,0,0,0,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,488,486,483,56.98,NOT_FOUND,23.34,9.47
PROCESSED,RADICO,Radico Khaitan,12746.46,Alcohol,0.10,31.54,12.69,16.68,45.07,19.70,20.26,17.05,953.55,904.2,402.95,252,270,227,12481,2438,2436,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2741,2685,2460,40.27,NOT_FOUND,20.26,18.35
PROCESSED,INOXLEISUR,INOX Leisure,6186.08,Media & Entertainment,0.12,0.92,-34.55,-1.53,-26.62,-19.90,-32.22,1.52,505.65,328.45,281.75,-239,-337,14,705,148,1914,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3979,3784,3815,44.04,0,27.06,16.19
PROCESSED,WHIRLPOOL,Whirlpool of India.,23209.93,Consumer Durables,0.00,31.03,7.48,9.62,89.57,17.56,26.27,37.54,1828.95,2054.4,2010.65,222,333,476,6055,5989,6121,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5022,5013,4343,75,NOT_FOUND,12.53,2.76
PROCESSED,RVNL,Rail Vikas Nigam,6494.84,Infrastructure,1.18,3.53,19.30,16.05,6.28,5.21,4.51,3.79,31.15,28.7,22.9,1087,940,789,20190,15730,14796,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,19121,13549,11775,78.2,0,8.3,0.95
PROCESSED,INTELLECT,Intellect Design Arena,8349.4,Software & IT Services,0.00,113.52,13.88,18.32,62.26,15.19,15.63,-2.37,618.1,652.8,188.6,202,207,-31,1291,1018,764,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2161,1737,1522,30.76,0,2.5,24.6
PROCESSED,WIPRO,Wipro,239948.33,Software & IT Services,0.14,46.59,22.32,27.32,26.66,22.20,17.81,14.88,437.6,629.4,279.75,12135,10060,8680,64280,52682,52883,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,80382,65736,65306,73,NOT_FOUND,3.46,6.95
PROCESSED,WOCKPHARMA,Wockhardt,3377.49,Healthcare,0.72,0.95,-6.32,3.23,-22.69,-11.62,53.57,-20.88,234.45,442.25,290.33,-140,1078,-325,1410,1027,933,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5798,4894,4759,65.75,47.84,0.11,2.81
PROCESSED,RAILTEL,Railtel Corporation of India,3129.15,Telecom,0.00,137.55,13.74,17.15,12.96,6.49,4.37,4.31,97.5,127.35,121.35,208,140,138,1597,1365,1112,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2759,2616,2256,NOT_SET,NOT_SET,NOT_SET,NOT_SET
PROCESSED,INDIGO,Interglobe Aviation,75678.15,Aviation,-0.65,0.53,0.00,-16.24,-12.57,-160.25,-151.49,-6.45,1964.5,1697.45,1215.25,-6171,-5829,-248,26655,15676,37292,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,45860,42974,42048,74.77,NOT_FOUND,6.38,16.72
PROCESSED,YESBANK,Yes Bank,41090.17,Banks,NOT_SET,NOT_SET,3.15,0.96,28.60,0.43,-1.63,-56.07,16.4,11.3,15.8,1066,-3462,-16418,22285,23382,37923,1720,9813,8623,4.53,5.88,5.03,318220,273542,257826,NOT_FOUND,NOT_FOUND,43.92,11.37
PROCESSED,RAIN,Rain Industries,6494.84,Chemicals,0.16,5.90,3.42,4.45,0.00,0.93,0.81,1.05,193.1,214.5,117.75,31,27,35,103,97,124,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1132,1200,1276,41.14,NOT_FOUND,1.63,15.7
PROCESSED,IPCALAB,Ipca Laboratories,23178.42,Healthcare,0.14,180.26,15.76,17.87,31.04,34.33,90.08,51.64,913.6,1222.18,997.83,870,1140,652,5455,5201,4432,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7466,6010,5184,46.29,0,33.74,10.61
PROCESSED,JBCHEPHARM,JB Chemicals and Pharmaceuticals,13862.09,Healthcare,0.01,110.64,17.16,21.73,33.72,46.71,57.85,33.70,1793.7,1713.25,797.6,361,447,268,2228,2003,1690,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2538,2200,1811,54,NOT_FOUND,17.8,8.85
PROCESSED,RAJESHEXPO,Rajesh Exports,17597.49,Diamond  &  Jewellery,0.13,--,0.44,0.60,921.47,0.75,3.36,13.65,596.0,607.35,463.7,22,98,403,6248,2061,46901,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9559,9283,18341,54.05,NOT_FOUND,11.39,17.7
PROCESSED,ZFCVINDIA,ZF Commercial Vehicle Control Systems India,17928.16,Automobile & Ancillaries,0.00,152.53,6.72,9.24,101.89,74.90,54.73,83.73,9452.0,7138.4,7015.15,142,103,158,2580,1902,1993,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2636,2496,2180,75,NOT_FOUND,16.23,0.94
PROCESSED,JKCEMENT,J. K. Cement,20983.74,Construction Materials,0.76,6.52,14.83,16.75,29.79,81.62,78.02,51.82,2715.7,3161.9,1526.95,630,602,400,7821,6441,5549,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10342,9168,7855,45.84,NOT_FOUND,21.09,16.06
PROCESSED,RALLIS,Rallis India,4424.17,Chemicals,0.03,62.98,9.68,12.75,28.17,8.45,11.76,9.54,227.5,285.8,292.8,164,228,185,2631,2469,2285,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2858,2587,2447,50.09,NOT_FOUND,15.56,6.02
PROCESSED,ZEEL,Zee Entertainment Enterprises,24930.28,Media & Entertainment,0.00,51.11,13.59,19.56,20.69,13.94,11.67,7.83,259.55,176.7,196.8,1338,1121,751,7630,6927,7524,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,12058,11282,10695,3.99,5.38,30.68,39.18
PROCESSED,JKLAKSHMI,JK Lakshmi Cement,5439.3,Construction Materials,0.39,9.02,17.38,18.36,13.11,36.22,30.92,19.99,462.25,709.5,270.8,426,363,235,5108,4459,4093,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4839,4661,4549,46.31,NOT_FOUND,25.21,12.14
PROCESSED,RCF,Rashtriya Chemicals and Fertilisers,5116.91,Chemicals,0.77,8.78,17.74,16.75,7.23,12.38,6.76,3.77,92.75,73.55,49.25,683,373,208,12948,8413,9827,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10480,7626,10300,75,NOT_FOUND,0.3,2.95
PROCESSED,RATNAMANI,Ratnamani Metals and Tubes,11987.83,Metals & Mining,0.07,24.92,14.34,18.87,25.06,68.99,59.04,65.81,1710.3,1414.23,778.13,322,275,307,3176,2341,2644,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2961,2615,2543,60.16,NOT_FOUND,16.36,12.28
PROCESSED,ZENSARTECH,Zensar Technologies,5405.34,Software & IT Services,0.00,18.46,15.41,20.44,25.84,14.20,12.85,10.26,238.9,446.05,181.45,320,289,231,1762,1435,1461,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2558,2297,2078,49.16,NOT_FOUND,13.9,15.95
PROCESSED,ZOMATO,Zomato,53301.37,Software & IT Services,0.00,-205.44,-6.54,-7.50,-54.14,-1.52,-1.65,-5.61,62.35,134.95,126.0,-1098,-886,-2451,4108,1845,2485,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,17500,8748,2985,NOT_FOUND,NOT_FOUND,2.62,9.98
PROCESSED,ZYDUSLIFE,Zydus Lifesciences,39659.79,Healthcare,0.20,15.54,6.47,11.80,41.59,8.38,14.42,13.80,387.4,542.8,395.8,857,1476,1353,8160,7869,7196,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,17740,18463,16551,74.88,NOT_FOUND,12.03,2.86
PROCESSED,ZYDUSWELL,Zydus Wellness,10337.68,FMCG,0.01,4.99,0.31,0.18,750.58,2.00,-29.99,-7.06,1623.8,2184.5,1627.0,12,-182,-40,231,180,262,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4090,4116,4802,65.14,0,25.11,2.38
PROCESSED,ECLERX,eClerx Services,7610.95,Software & IT Services,0.00,33.18,30.21,38.07,22.52,105.27,67.29,33.05,2250.0,2318.6,682.85,354,238,123,1571,1236,1174,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1545,1596,1516,53.38,NOT_FOUND,19.92,13.25
