Status,Stock Symbol,Stock Name,Market Cap,Sector,D/E,ICR,ROE,ROCE,P/E,EPS,EPS (Y-1),EPS (Y-2),Share Value,Share Value (Y-1),Share Value (Y-2),Profit,Profit (Y-1),Profit (Y-2),Revenue,Revenue (Y-1),Revenue (Y-2),Net NPA,Net NPA (Y-1),Net NPA (Y-2),Net NPA %,Net NPA % (Y-1),Net NPA % (Y-2),Assets,Assets (Y-1),Assets (Y-2),Promoter,Pledged,DII,FII
PROCESSED,GLENMARK,Glenmark Pharma,11381.25,Healthcare,0.22,9.76,11.93,11.00,6.24,70.80,58.46,48.00,403.35,554.0,480.65,1997,1649,1354,8756,7964,7319,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,22914,20617,18951,46.65,NOT_FOUND,10.49,24.23
PROCESSED,STAR,Strides Pharma Science,3200.6,Healthcare,0.37,2.70,5.28,2.66,17.26,20.08,8.73,12.47,356.4,635.45,555.05,180,78,111,2102,1946,1774,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5433,5221,4675,30.37,62.2,16.62,21.21
PROCESSED,BAJAJ-AUTO,Bajaj Auto,117711.61,Automobile & Ancillaries,0.00,746.87,18.81,22.76,21.04,173.60,157.50,176.30,4067.9,3807.45,3115.6,5018,4554,5099,34353,29017,31652,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,31921,31530,24773,53.77,0.01,12.4,11.16
PROCESSED,M&MFIN,Mahindra & Mahindra Financial Services,24624.11,Finance,3.57,1.38,6.32,11.52,19.84,8.02,3.03,14.74,199.3,148.5,133.3,988,335,906,9718,10516,10245,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,75288,77036,74071,52.16,NOT_FOUND,17.95,17.55
PROCESSED,SUDARSCHEM,Sudarshan Chemical Industries,3225.64,Chemicals,0.91,13.96,12.06,12.03,35.93,14.50,19.70,21.48,465.95,606.65,408.45,100,136,149,1927,1714,1525,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2219,1923,1560,35.82,NOT_FOUND,13.01,6.02
PROCESSED,BAJAJELEC,Bajaj Electricals,13280.09,Consumer Durables,0.01,6.20,8.60,14.22,80.32,13.38,16.08,-0.01,1155.75,1039.3,485.35,153,183,0,4871,4645,5029,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4013,4250,4558,62.96,2.55,12.41,10.51
PROCESSED,SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITE,23866.65,Chemicals,0.00,103.29,22.53,29.81,51.61,8.69,6.92,4.12,478.15,407.6,270.6,433,345,205,3099,2661,2434,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3009,2655,2092,75,0,6.69,1.9
PROCESSED,BAJFINANCE,Bajaj Finance,455712.64,Finance,2.93,2.18,15.10,11.88,68.89,105.39,65.85,83.25,7527.1,6410.1,3384.8,6350,3955,4881,27871,23546,23834,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,168016,138338,138003,55.86,NOT_FOUND,12.04,19.98
PROCESSED,BAJAJFINSV,Bajaj Finserv,268233.86,Finance,0.00,--,9.71,12.80,638.97,26.70,11.20,41.90,16840.3,14737.25,6269.1,424,178,666,729,392,815,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4438,3868,3600,60.8,0.01,7.7,7.38
PROCESSED,BAJAJHLDNG,Bajaj Holdings & Investment,60450.74,Finance,0.00,551.11,10.59,10.70,34.21,146.50,17.80,164.10,5431.65,4152.05,2612.75,1630,198,1826,1833,431,2205,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,16068,14503,10926,51.2,NOT_FOUND,5.28,11.8
PROCESSED,BALAMINES,Balaji Amines,11819.07,Chemicals,0.00,65.24,25.82,31.45,30.57,95.04,71.51,35.11,3647.75,3420.05,824.7,307,231,113,1930,1239,929,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1698,1291,1104,53.7,NOT_FOUND,0.19,4.51
PROCESSED,GOCOLORS,Go Fashion India,5901.83,Retailing,0.00,5.99,8.12,11.50,150.07,6.74,,,1092.75,1247.75,1247.75,35,,NOT_SET,422,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,751,,NOT_SET,52.79,16.33,23.69,6.98
PROCESSED,BALKRISIND,Balkrishna Industries,42816.86,Automobile & Ancillaries,0.35,306.12,20.37,25.38,29.28,72.97,59.77,48.88,2214.85,2301.9,1305.4,1410,1155,944,8697,5919,5031,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10857,8040,6731,58.29,NOT_FOUND,11.17,14.3
PROCESSED,GODFRYPHLP,Godfrey Phillips India,6101.23,FMCG,0.01,21.83,15.85,19.71,12.15,83.08,68.65,74.60,1173.45,1041.6,940.5,431,356,387,2784,2607,2959,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3846,3518,3097,72.83,NOT_FOUND,1.65,10.28
PROCESSED,M&M,Mahindra and Mahindra,158413.81,Automobile & Ancillaries,0.17,40.89,12.66,13.80,19.54,41.28,2.25,11.16,1274.25,790.65,623.6,4935,268,1330,59521,46262,47155,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,67130,59588,50502,19.45,0.06,29,37.94
PROCESSED,BALRAMCHIN,Balrampur Chini Mills,6930.22,Agri,0.44,24.22,18.65,21.21,19.69,24.86,22.01,22.98,339.65,360.3,147.15,514,469,509,4893,4845,4779,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4476,4561,4747,42.42,NOT_FOUND,19.28,16.22
PROCESSED,GODREJAGRO,Godrej Agrovet,9666.63,FMCG,0.51,14.08,18.34,24.36,23.58,18.75,14.53,15.27,503.05,637.0,482.2,360,279,293,6289,4513,5159,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3834,3239,3249,73.7,NOT_FOUND,2.89,1.48
PROCESSED,SPARC,Sun Pharma Advanced Research Company,6231.47,Healthcare,2.40,-13.50,-651.29,-174.92,-38.42,-7.73,-5.77,-11.92,229.2,302.2,178.55,-203,-151,-312,144,258,86,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,280,229,272,69.09,2.18,0.76,2.4
PROCESSED,MAHINDCIE,Mahindra CIE Automotive,11063.13,Automobile & Ancillaries,0.05,36.57,2.72,7.34,0.00,2.91,1.95,1.95,291.8,245.7,124.95,110,74,74,3308,2164,2164,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5428,5011,5011,74.87,NOT_FOUND,8.11,6.85
PROCESSED,BANDHANBNK,Bandhan Bank,46173.47,Banks,NOT_SET,NOT_SET,0.72,5.99,394.10,0.78,13.70,18.78,286.65,293.45,287.3,126,2205,3024,16693,14633,12434,1564,2861,389,1.66,3.51,0.58,138866,114993,91717,39.99,NOT_FOUND,7.12,35.64
PROCESSED,GODREJCP,Godrej Consumer Products,91033.6,FMCG,0.00,228.43,18.83,21.57,51.64,14.47,11.97,11.54,890.2,1005.45,681.65,1479,1224,1179,7020,6319,5565,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8883,7695,6940,63.22,0.66,6.05,24.03
PROCESSED,MHRIL,Mahindra Holidays and Resorts India,5348.97,Hospitality,0.00,16.29,-54.88,4.05,30.26,7.58,9.46,-8.14,266.2,200.77,110.4,151,125,-108,1070,908,1037,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6504,6117,6419,67.2,NOT_FOUND,9.66,4.91
PROCESSED,BANKBARODA,Bank Of Baroda,65469.45,Banks,NOT_SET,NOT_SET,8.46,1.81,7.94,14.06,1.78,1.36,126.6,78.05,46.15,7272,829,546,81364,82859,86300,13364,21800,21576,1.72,3.09,3.13,1277999,1155364,1157915,63.97,0,16.85,8.23
PROCESSED,GODREJIND,Godrej Industries,16231.01,Chemicals,4.15,1.26,-2.97,7.94,-354.20,-1.31,-3.20,0.92,482.15,568.35,384.35,-44,-107,30,3414,1919,2029,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8689,6753,5021,67.18,5.62,3.19,8.89
PROCESSED,MAHLOG,Mahindra Logistics,3567.22,Logistics,0.00,7.26,4.25,6.85,148.41,3.40,3.35,7.72,495.75,696.95,294.55,24,23,55,3640,2974,3274,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1848,1586,1329,58.12,NOT_FOUND,13.48,20.08
PROCESSED,BANKINDIA,Bank Of India,20764.04,Banks,NOT_SET,NOT_SET,7.06,1.40,5.19,8.84,6.59,-9.10,50.6,66.7,46.8,3405,2160,-2957,45954,48040,49066,9851,12262,14311,2.34,3.35,3.88,734614,725856,656995,81.41,0,11.15,0.75
PROCESSED,GODREJPROP,Godrej Properties,38649.0,Real Estate,0.56,4.29,5.66,9.00,88.38,18.92,-1.69,15.58,1390.25,1522.95,872.55,525,-42,384,2331,1241,2605,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,16101,14941,9903,58.43,NOT_FOUND,4.92,27.73
PROCESSED,MAHABANK,Bank of Maharashtra,12047.59,Banks,NOT_SET,NOT_SET,9.35,2.16,9.71,1.72,0.88,0.67,17.9,19.15,12.05,1152,550,389,15671,14493,13144,1276,2544,4145,0.97,2.48,4.77,230611,196665,168867,90.97,0,3.74,0.16
PROCESSED,GRANULES,Granules India,8117.93,Healthcare,0.41,40.49,15.27,18.93,19.65,15.60,22.18,17.47,326.95,346.6,309.4,386,552,444,3255,3148,2336,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4372,3682,3146,41.98,10.59,3.03,23.13
PROCESSED,BATAINDIA,Bata India,24888.72,Footwear,0.00,5.08,5.56,8.48,249.86,7.85,-7.02,25.44,1936.45,1730.6,1244.3,100,-90,326,2443,1801,3122,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3524,3333,3734,50.16,NOT_FOUND,30.11,6.84
PROCESSED,BAYERCROP,Bayer CropScience,23921.78,Chemicals,0.00,67.11,25.56,29.74,34.61,143.58,109.72,105.58,5322.8,5772.5,6066.05,645,493,474,4789,4325,3675,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4352,4239,3835,71.43,NOT_FOUND,13.09,2.95
PROCESSED,SUNPHARMA,Sun Pharmaceutical Industries,220930.76,Healthcare,0.20,9.96,-0.40,8.20,-2286.88,-0.40,8.92,13.40,920.8,784.15,528.35,-99,2139,3211,16543,12953,14042,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,40765,38998,38410,54.48,4.04,19.67,14.95
PROCESSED,BERGEPAINT,Berger Paints India,68480.12,Chemicals,0.14,29.02,19.92,25.49,90.63,7.72,7.01,7.20,705.0,814.95,541.5,749,680,699,7804,6077,5842,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6625,5368,4342,74.99,NOT_FOUND,3.58,11.03
PROCESSED,SUNTV,Sun TV Network,18973.2,Media & Entertainment,0.00,87.28,20.42,27.45,11.74,41.74,38.58,34.81,481.45,509.3,426.25,1644,1520,1371,3749,3388,3653,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8733,7777,6316,75,NOT_FOUND,4.73,9.32
PROCESSED,MANAPPURAM,Manappuram Finance,9086.05,Finance,2.26,2.37,16.42,19.75,7.37,15.41,20.08,14.58,107.35,168.95,154.0,1304,1697,1230,4587,5193,4352,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,26970,25653,23802,35.15,0,13.5,28.91
PROCESSED,BDL,Bharat Dynamics Ltd.,15626.56,Miscellaneous,0.00,244.51,16.49,18.75,20.14,27.28,14.06,29.18,852.6,370.95,444.35,499,257,534,2928,2008,3211,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6563,5961,5685,74.93,NOT_FOUND,14.58,2.4
PROCESSED,SUNDARMFIN,Sundaram Finance,23570.68,Finance,4.04,1.73,13.10,10.48,23.86,81.31,72.82,65.16,2121.5,2452.95,1342.3,903,809,723,3890,4014,3926,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,35287,34952,33419,38.49,NOT_FOUND,14.27,9.91
PROCESSED,MRPL,Mangalore Refinery and Petrochemicals,12951.7,Oil & Gas,2.93,4.17,41.06,17.85,2.47,16.86,-1.37,-15.45,73.9,44.95,32.9,2955,-240,-2707,69829,32300,51106,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,40058,30746,25408,88.58,NOT_FOUND,1.55,1.6
PROCESSED,GRAPHITE,Graphite India,8021.15,Capital Goods,0.08,225.43,12.79,16.46,17.11,29.39,10.20,1.60,410.55,656.4,179.55,574,199,31,3078,2144,3032,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5668,4792,4642,65.34,NOT_FOUND,9.5,5.3
PROCESSED,GRASIM,Grasim Industries,106419.98,Diversified,0.08,16.63,6.27,5.95,35.81,46.47,13.78,19.63,1616.55,1481.0,625.35,2695,810,1225,21752,12900,16607,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,62636,54700,49578,42.76,NOT_FOUND,15.36,11.49
PROCESSED,GESHIP,Great Eastern Shipping Company,7341.8,Logistics,0.52,5.58,12.35,11.23,6.23,55.42,70.09,18.89,514.25,308.45,263.05,811,1030,280,2966,2892,3168,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10968,10845,10005,30.07,NOT_FOUND,20.66,22.06
PROCESSED,GRINDWELL,Grindwell Norton,22774.55,Manufacturing,0.00,114.85,19.10,25.02,66.89,26.91,21.86,16.52,2056.95,1209.45,523.55,298,242,182,2058,1683,1598,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2086,1842,1568,58.08,NOT_FOUND,15.48,7.44
PROCESSED,GUJALKALI,Gujarat Alkalies and Chemicals,6542.86,Chemicals,0.10,167.90,9.51,11.51,11.72,76.53,22.72,45.32,890.95,471.2,320.9,561,166,332,3805,2496,2814,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7982,7157,5892,46.28,NOT_FOUND,1.63,2.05
PROCESSED,GAEL,Gujarat Ambuja Exports,6726.41,Agri,0.13,130.49,22.35,29.25,12.55,20.73,14.74,12.72,293.3,174.5,93.25,475,338,145,4724,4734,3826,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2764,2173,1736,63.84,NOT_FOUND,0.15,4.95
PROCESSED,BEL,Bharat Electronics,70990.14,Capital Goods,0.00,730.48,19.60,22.72,21.87,9.64,8.48,7.36,291.35,176.05,110.8,2348,2065,1793,15547,14189,13023,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,33449,29053,23911,51.14,NOT_FOUND,27.76,15.99
PROCESSED,MARICO,Marico,66288.36,FMCG,0.03,51.33,38.14,45.98,55.84,9.02,8.57,7.79,512.7,520.6,370.0,1163,1106,1007,7857,6683,6159,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4496,4482,4136,59.48,NOT_FOUND,8.75,25.16
PROCESSED,FLUOROCHEM,Gujarat Fluorochemicals Limited,39386.17,Chemicals,0.36,17.04,18.35,22.38,38.92,70.47,-20.77,17.29,3585.45,1675.05,463.9,774,-228,189,3944,2704,2717,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6798,5862,5956,66.08,3.04,4.25,4.1
PROCESSED,GUJGASLTD,Gujarat Gas,34137.27,Industrial Gases & Fuels,0.09,38.14,22.96,25.29,26.94,18.68,18.53,17.33,495.9,732.5,308.75,1285,1275,1193,16546,9928,10384,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9555,8449,7897,60.89,NOT_FOUND,10.01,5.18
PROCESSED,BHARATFORG,Bharat Forge,35554.68,Metals & Mining,0.55,17.55,15.15,16.40,30.26,23.15,6.70,10.17,763.65,810.8,497.15,1077,312,473,6422,3791,4724,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,12840,11114,9717,45.25,7.12,24.49,18.82
PROCESSED,MARUTI,Maruti Suzuki India,270190.98,Automobile & Ancillaries,0.01,59.53,6.96,8.35,60.65,124.68,140.02,187.06,8944.35,6885.4,6768.4,3766,4229,5650,90089,73278,79031,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,73394,70067,62552,56.37,NOT_FOUND,18,21.89
PROCESSED,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals,12217.47,Chemicals,0.00,749.48,21.56,24.81,7.70,109.62,44.35,32.10,786.1,357.1,176.8,1703,689,498,8851,5365,5315,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10626,8300,8341,41.18,NOT_FOUND,5.35,22.64
PROCESSED,BHEL,Bharat Heavy Electricals,18716.09,Capital Goods,0.18,3.12,1.52,2.24,41.82,1.18,-7.80,-4.23,53.75,52.75,37.0,410,-2717,-1472,21578,17678,22039,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,56708,55701,60235,63.17,NOT_FOUND,12.59,4.22
PROCESSED,MASTEK,Mastek,6047.58,Software & IT Services,0.01,198.85,12.81,15.16,119.36,27.83,6.67,11.40,2011.45,2498.95,689.45,77,16,27,330,222,212,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,714,379,336,37.31,NOT_FOUND,5.71,8.01
PROCESSED,GPPL,Gujarat Pipavav Port,4116.49,Logistics,0.00,92.56,9.50,13.74,19.10,4.00,4.52,6.05,85.15,102.25,80.65,193,218,292,772,777,786,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2521,2442,2425,44.01,NOT_FOUND,20.5,21.48
PROCESSED,BPCL,Bharat Petroleum Corporation,76607.16,Oil & Gas,0.49,10.00,17.69,17.53,8.70,41.31,96.44,13.64,353.15,465.0,407.9,8788,19041,2683,364689,236889,287464,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,150512,140604,126468,52.98,NOT_FOUND,21.57,13.17
PROCESSED,MFSL,Max Financial Services,28918.89,Finance,0.00,1107.24,1.52,2.17,253.84,2.97,3.38,10.12,837.95,1077.4,521.15,102,99,272,202,307,495,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6777,6676,2525,14.72,88.89,53.27,23.76
PROCESSED,GSFC,Gujarat State Fertilizers & Chemicals,6449.36,Chemicals,0.00,155.01,7.63,10.39,7.25,22.36,10.48,2.48,161.85,104.95,61.55,890,417,98,9178,7682,7730,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,13974,10976,10024,37.84,NOT_FOUND,6.16,26.38
PROCESSED,BHARTIARTL,Bharti Airtel,409283.94,Telecom,1.31,2.58,-4.59,5.66,-115.61,-6.53,-46.18,-71.08,722.95,614.81,511.79,-3625,-25197,-36088,72064,66713,56559,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,284854,277747,300372,55.93,NOT_FOUND,20.23,18.54
PROCESSED,MAXHEALTH,Max Healthcare Institute Limited,37520.0,Healthcare,0.07,12.39,5.24,6.20,101.65,3.42,-1.91,-0.05,386.95,343.5,123.15,331,-164,-2,1854,1137,125,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,7502,7142,3552,50.64,51.15,19.41,23.34
PROCESSED,MAZDOCK,Mazagon Dock Shipbuilders,6451.05,Ship Building,0.00,121.28,17.65,19.60,8.24,29.08,23.78,18.29,319.85,236.85,171.95,586,479,408,6166,4648,5494,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,29233,24625,20462,84.83,0,1.14,2.47
PROCESSED,MEDPLUS,Medplus Health Services,9150.75,Retailing,0.00,4.88,0.50,0.71,2029.00,0.50,,,767.0,1121.15,1121.15,5,,NOT_SET,155,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1187,,NOT_SET,40.43,53.81,29.48,3.15
PROCESSED,METROBRAND,Metro Brands,23074.06,Footwear,0.00,9.18,16.77,17.85,78.89,7.76,,,849.85,493.35,493.35,207,,NOT_SET,1370,,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2263,,NOT_SET,74.27,0,4.88,3.24
PROCESSED,METROPOLIS,Metropolis Healthcare,7451.94,Healthcare,0.31,16.61,23.32,24.74,54.17,37.58,38.81,22.32,1455.45,2709.25,1699.15,192,197,112,1133,864,694,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1344,933,688,49.79,1.18,14.5,23.2
PROCESSED,MINDTREE,Mindtree,58691.14,Software & IT Services,0.00,49.86,30.19,37.95,42.90,100.30,67.43,38.35,3558.65,3017.3,1163.4,1652,1110,630,10832,8119,7839,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8156,6360,5156,60.99,NOT_FOUND,12.07,11.69
PROCESSED,MOTILALOFS,Motilal Oswal Financial Services,11588.15,Finance,0.51,6.45,16.66,16.32,18.09,48.10,48.42,13.39,777.4,794.65,672.3,706,712,196,2611,2184,1306,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,10795,9003,6165,69.5,NOT_FOUND,4.03,9.8
PROCESSED,GSPL,Gujarat State Petronet,13780.86,Diversified,0.01,47.99,11.95,14.51,14.48,17.89,16.38,19.66,244.25,366.4,206.15,1009,930,1111,2124,2148,2427,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,9339,9372,9102,37.63,NOT_FOUND,32.77,16.54
PROCESSED,SUNDRMFAST,Sundram Fasteners,17723.28,Trading,0.18,56.17,16.00,21.46,46.41,19.39,15.62,14.95,843.45,785.05,455.25,407,328,314,4198,3081,3145,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,3756,3490,3231,49.69,NOT_FOUND,17.7,11.74
PROCESSED,BIOCON,Biocon,38119.05,Healthcare,0.01,620.75,1.06,1.69,466.11,0.72,2.36,3.72,317.5,366.6,391.25,86,280,436,1925,2178,2190,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8869,8573,8310,60.64,NOT_FOUND,7.72,16.31
PROCESSED,HEG,HEG,5079.36,Capital Goods,0.18,81.04,10.34,13.58,13.60,101.20,-6.56,13.83,1316.05,2328.95,777.8,390,-25,53,2281,1369,2292,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5171,4147,4349,55.13,NOT_FOUND,8.45,6.81
PROCESSED,MPHASIS,MphasiS,45284.65,Software & IT Services,0.08,31.14,27.77,33.77,51.22,65.93,59.48,64.66,2404.4,2841.55,1214.6,1235,1110,1205,7512,5650,4670,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,6918,5944,5512,55.72,NOT_FOUND,18.16,20.48
PROCESSED,BIRLACORPN,Birla Corporation,7507.25,Diversified,0.23,5.78,3.90,5.63,44.87,26.35,55.65,41.02,974.9,1355.35,589.5,202,428,315,4885,4553,4829,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,8362,7947,7856,62.9,NOT_FOUND,16.05,4.34
PROCESSED,HCLTECH,HCL Technologies,266102.0,Software & IT Services,0.01,146.72,25.53,30.14,29.02,40.10,32.22,33.06,980.6,1142.95,718.85,10874,8743,8969,41518,36638,33193,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,53423,55361,53515,60.72,NOT_FOUND,15.56,17.91
PROCESSED,MCX,Multi Commodity Exchange of India,6775.13,Finance,0.00,776.19,7.61,11.09,60.83,23.27,36.90,40.98,1328.5,1482.85,1591.2,118,187,208,403,455,481,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1811,1783,1766,NOT_FOUND,NOT_FOUND,48.6,26.84
PROCESSED,BSOFT,Birlasoft,9492.18,Software & IT Services,0.00,44.42,18.63,23.72,42.84,10.62,6.96,5.09,339.0,428.7,150.15,296,193,140,2123,1652,1497,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2008,1833,1672,40.32,NOT_FOUND,21.12,15.24
PROCESSED,HDFCAMC,HDFC Asset Management Company ,46340.98,Finance,0.00,221.97,25.19,32.92,32.83,65.36,62.28,59.37,2172.5,2977.75,2374.25,1393,1325,1262,2433,2201,2143,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,5880,5094,4308,68.8,0,11.32,7.28
PROCESSED,BLUEDART,Blue Dart Express,20515.76,Logistics,0.00,30.38,39.42,50.99,43.25,158.65,40.59,-16.14,8646.25,5793.0,1885.6,376,96,-38,4437,3292,3180,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2033,1836,1561,75,NOT_FOUND,9.59,3.5
PROCESSED,HDFCBANK,HDFC Bank,839185.44,Banks,NOT_SET,NOT_SET,15.39,3.22,22.01,66.80,56.58,48.01,1509.9,1514.65,1032.75,36961,31117,26257,157263,146063,138073,4407,4554,3542,0.32,0.40,0.36,2068535,1746870,1530511,25.73,0,27.27,32.31
PROCESSED,BLUESTARCO,Blue Star,10094.66,Consumer Durables,0.54,6.37,12.66,19.79,79.34,13.26,6.85,12.55,1048.1,811.65,550.3,127,65,120,5413,3904,4859,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,4042,3479,3313,38.78,NOT_FOUND,22.06,12.25
PROCESSED,HDFCLIFE,HDFC Life Insurance Company,124544.97,Insurance,0.04,60.34,7.80,0.65,91.07,5.91,6.73,6.42,589.35,669.4,589.1,1207,1360,1295,66147,71889,29717,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,210389,179567,132162,51.52,NOT_FOUND,6.92,27.66
PROCESSED,SUNTECK,Sunteck Realty,6980.54,Real Estate,0.22,1.40,0.66,2.86,496.31,0.88,2.59,5.93,476.65,376.35,213.55,12,37,86,230,339,298,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,2833,2638,2740,67.13,NOT_FOUND,5.4,19.38
PROCESSED,SUPRAJIT,Suprajit Engineering,4604.82,Automobile & Ancillaries,0.23,25.28,11.95,21.98,42.19,8.11,9.86,34.00,332.75,346.7,164.55,112,137,123,1300,1148,1096,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,1365,1344,1198,44.64,NOT_FOUND,14.8,4.95
PROCESSED,MUTHOOTFIN,Muthoot Finance,42855.15,Finance,2.03,2.40,21.55,49.23,13.51,98.55,92.79,75.31,1067.75,1473.9,1227.2,3954,3722,3018,11098,10574,8722,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,NOT_SET,70554,63464,50459,73.37,NOT_FOUND,10.47,10.96
